Hour,Inertia,RoCoF,Inertia_energy,Net_Demand,pl,rb_per_hour,re_per_hour,rg_per_hour
1,2.473118279569893,0.3339517625636269,143.75,19.71609646455289,1800.000000217949,751.2102394555585,326.1202457565032,936.993798802263
2,2.473118279569893,0.3339517625689975,143.75,19.666242680591402,1800.0000002468967,749.8295654792955,327.5010478825742,936.9934694554436
3,2.473118279569893,0.3339517625624982,143.75,19.681031832955604,1800.0000002118654,752.5712710785848,324.75921680082956,936.9937920297848
4,2.473118279569893,0.33395176254394976,143.75,19.690697320782494,1800.0000001118892,754.2553010907502,323.076321574009,936.9908748802777
5,2.473118279569893,0.33395176253095904,143.75,19.728243409661992,1800.0000000418693,762.0843296013583,315.24764848669173,936.9899607128026
6,2.473118279569893,0.3339517625342376,143.75,19.68720120117024,1800.0000000595405,754.6730418315118,322.6583448946649,936.9914810785517
7,2.473118279569893,0.33395176257432363,143.75,24.156544410536533,1800.0000002756042,750.9525759872809,326.37911724186847,936.9906935901571
8,2.473118279569893,0.33395176253297676,143.75,33.25395616569655,1800.000000052745,885.7215618527545,359.2022286533107,555.0180853897989
9,2.473118279569893,0.33395176253283865,143.75,33.313956165698016,1800.0000000520004,886.4463336297024,358.4774582677764,555.0180839747225
10,2.473118279569893,0.33395176253190634,143.75,34.083956165864166,1800.0000000469752,892.7161615054275,352.2076386501423,555.0180755776591
11,2.473118279569893,0.33395176253190534,143.75,34.61395616611287,1800.0000000469697,897.9319375433579,346.9918541395629,555.0180842292816
12,2.473118279569893,0.3339517625376594,143.75,31.848956165717965,1800.0000000779842,880.5776621597224,364.346155841043,555.0180586697786
13,2.473118279569893,0.33395176254557823,143.75,30.306695738034318,1800.0000001206668,755.4039858544234,321.9288137469896,936.9878493282282
14,2.473118279569893,0.333951762570051,143.75,28.17569446487154,1800.000000252575,752.5971111554859,324.7344384936934,936.9910626486082
15,2.473118279569893,0.33395176256857634,143.75,26.058707492661657,1800.0000002446263,751.4576499865201,325.87342697702576,936.9922777128451
16,2.473118279569893,0.3339517625716622,143.75,25.62915777109447,1800.0000002612594,750.9497322429575,326.3815574592543,936.9917308752774
17,2.473118279569893,0.3339517625379299,143.75,31.588956165864563,1800.000000079442,882.8316396219999,362.09215638013416,555.0180792562492
18,2.473118279569893,0.333951762537861,143.75,30.728389155563043,1800.000000079071,758.2130166312833,319.14511734177756,936.9236946102983
19,2.473118279569893,0.3339517625662749,143.75,28.17973342886879,1800.0000002322217,754.1254595613133,323.20612483888436,936.9909732684416
20,2.473118279569893,0.33395176256427317,143.75,27.614894970950985,1800.0000002214324,754.0460766306899,323.28526876861145,936.9915876272962
21,2.473118279569893,0.3339517625716584,143.75,27.289929748011758,1800.0000002612385,752.0798542285004,325.2514734858698,936.9916331748186
22,2.473118279569893,0.3339517625513412,143.75,21.040591302040006,1800.000000151729,744.8192302144328,332.5126830037833,936.9901277602619
23,1.853763440860215,0.4556962025565668,107.75,15.002105924294078,1800.0000000984387,882.7941935868482,397.1952033207235,674.2293858731721
24,1.7505376344086023,0.48517520214265997,101.75,14.21939618467038,1799.9999999492686,899.3431996136103,414.4187337982027,630.4454672338765
